CLAVE_ENTIDAD,ENTIDAD,SEXO,EDAD,DIAS_ACTIVIDAD_FISICA_VIGOROSA_EN_7_ULTIMOS_DIAS,DIAS_ACTIVIDAD_FISICA_MODERADA_EN_7_ULTIMOS_DIAS,DIAS_10_MIN_CAMINAR_EN_7_ULTIMOS_DIAS
2,BAJA CALIFORNIA,mujer,15,0,5,5
2,BAJA CALIFORNIA,mujer,17,3,4,6
2,BAJA CALIFORNIA,mujer,18,0,5,7
2,BAJA CALIFORNIA,mujer,18,0,3,3
2,BAJA CALIFORNIA,mujer,19,0,0,0
2,BAJA CALIFORNIA,mujer,16,0,0,0
2,BAJA CALIFORNIA,hombre,18,2,6,7
2,BAJA CALIFORNIA,hombre,17,0,5,3
2,BAJA CALIFORNIA,hombre,18,2,4,7
2,BAJA CALIFORNIA,mujer,15,5,0,7
2,BAJA CALIFORNIA,hombre,15,1,5,3
2,BAJA CALIFORNIA,mujer,15,1,7,7
3,BAJA CALIFORNIA SUR,hombre,15,5,7,5
3,BAJA CALIFORNIA SUR,mujer,17,0,6,7
3,BAJA CALIFORNIA SUR,hombre,19,3,0,1
3,BAJA CALIFORNIA SUR,mujer,15,3,2,3
3,BAJA CALIFORNIA SUR,mujer,16,2,7,7
3,BAJA CALIFORNIA SUR,hombre,19,3,0,5
3,BAJA CALIFORNIA SUR,mujer,15,2,2,3
3,BAJA CALIFORNIA SUR,hombre,19,7,2,7
3,BAJA CALIFORNIA SUR,mujer,15,3,2,5
3,BAJA CALIFORNIA SUR,hombre,15,2,0,2
3,BAJA CALIFORNIA SUR,mujer,16,0,0,4
3,BAJA CALIFORNIA SUR,hombre,16,4,1,7
3,BAJA CALIFORNIA SUR,hombre,17,7,4,7
3,BAJA CALIFORNIA SUR,hombre,15,7,7,7
3,BAJA CALIFORNIA SUR,hombre,18,5,5,5
3,BAJA CALIFORNIA SUR,hombre,17,0,2,2
4,CAMPECHE,mujer,15,0,6,7
4,CAMPECHE,hombre,17,5,7,7
4,CAMPECHE,mujer,16,0,2,7
4,CAMPECHE,mujer,19,0,1,1
4,CAMPECHE,hombre,15,7,0,3
4,CAMPECHE,mujer,16,7,3,3
4,CAMPECHE,hombre,16,7,1,7
4,CAMPECHE,mujer,16,0,7,0
4,CAMPECHE,hombre,17,7,3,7
4,CAMPECHE,mujer,15,3,0,7
4,CAMPECHE,hombre,15,3,0,7
4,CAMPECHE,hombre,18,2,0,7
4,CAMPECHE,mujer,18,2,0,0
4,CAMPECHE,hombre,15,7,1,3
4,CAMPECHE,mujer,16,4,6,5
4,CAMPECHE,hombre,18,3,5,7
4,CAMPECHE,mujer,16,0,7,3
5,COAHUILA DE ZARAGOZA,hombre,18,0,0,0
5,COAHUILA DE ZARAGOZA,hombre,16,2,5,3
5,COAHUILA DE ZARAGOZA,mujer,16,2,7,7
5,COAHUILA DE ZARAGOZA,hombre,15,7,0,7
5,COAHUILA DE ZARAGOZA,hombre,19,0,0,1
5,COAHUILA DE ZARAGOZA,mujer,18,0,0,6
5,COAHUILA DE ZARAGOZA,mujer,19,0,0,0
5,COAHUILA DE ZARAGOZA,hombre,16,2,7,2
5,COAHUILA DE ZARAGOZA,mujer,18,1,0,7
5,COAHUILA DE ZARAGOZA,hombre,17,5,5,5
5,COAHUILA DE ZARAGOZA,hombre,16,0,2,2
5,COAHUILA DE ZARAGOZA,mujer,19,0,0,3
5,COAHUILA DE ZARAGOZA,mujer,17,5,0,5
5,COAHUILA DE ZARAGOZA,hombre,18,3,0,3
5,COAHUILA DE ZARAGOZA,hombre,16,7,7,7
5,COAHUILA DE ZARAGOZA,hombre,18,0,1,6
5,COAHUILA DE ZARAGOZA,mujer,18,0,3,2
5,COAHUILA DE ZARAGOZA,mujer,17,0,0,5
5,COAHUILA DE ZARAGOZA,hombre,17,3,2,2
7,CHIAPAS,mujer,18,2,7,2
7,CHIAPAS,mujer,16,0,1,5
7,CHIAPAS,hombre,15,3,0,6
7,CHIAPAS,mujer,15,4,5,6
7,CHIAPAS,hombre,19,4,0,5
7,CHIAPAS,mujer,16,1,6,5
7,CHIAPAS,mujer,19,4,6,1
7,CHIAPAS,hombre,17,7,0,1
7,CHIAPAS,hombre,16,3,0,2
7,CHIAPAS,mujer,15,2,3,7
7,CHIAPAS,mujer,16,2,1,7
7,CHIAPAS,mujer,18,2,7,2
7,CHIAPAS,mujer,15,3,5,2
7,CHIAPAS,mujer,18,1,0,2
7,CHIAPAS,mujer,15,1,7,0
7,CHIAPAS,hombre,16,1,1,2
7,CHIAPAS,mujer,19,0,7,2
7,CHIAPAS,mujer,19,0,7,2
7,CHIAPAS,mujer,15,0,7,1
7,CHIAPAS,hombre,17,7,5,7
7,CHIAPAS,hombre,17,6,0,6
7,CHIAPAS,hombre,16,6,3,7
7,CHIAPAS,hombre,18,1,2,3
7,CHIAPAS,mujer,17,0,7,2
7,CHIAPAS,mujer,19,0,6,2
7,CHIAPAS,hombre,16,0,3,1
7,CHIAPAS,hombre,15,1,3,4
7,CHIAPAS,hombre,19,0,3,7
7,CHIAPAS,hombre,19,3,7,7
7,CHIAPAS,hombre,18,0,5,7
7,CHIAPAS,mujer,16,1,6,5
7,CHIAPAS,mujer,19,4,0,7
7,CHIAPAS,hombre,19,3,3,7
7,CHIAPAS,mujer,15,4,0,7
7,CHIAPAS,hombre,16,1,6,3
7,CHIAPAS,hombre,17,7,4,4
7,CHIAPAS,mujer,15,0,7,7
7,CHIAPAS,hombre,17,7,7,7
7,CHIAPAS,hombre,15,7,7,7
7,CHIAPAS,hombre,15,1,0,7
7,CHIAPAS,mujer,18,0,0,7
7,CHIAPAS,hombre,15,0,0,0
7,CHIAPAS,mujer,16,0,0,0
7,CHIAPAS,hombre,15,6,7,2
7,CHIAPAS,mujer,15,3,7,1
7,CHIAPAS,hombre,15,7,3,7
7,CHIAPAS,hombre,15,3,2,7
7,CHIAPAS,mujer,19,7,7,7
7,CHIAPAS,mujer,18,0,7,7
7,CHIAPAS,hombre,16,0,3,7
7,CHIAPAS,hombre,19,3,3,7
7,CHIAPAS,mujer,16,7,7,7
7,CHIAPAS,hombre,19,2,6,7
7,CHIAPAS,mujer,16,0,7,1
7,CHIAPAS,hombre,15,1,0,2
7,CHIAPAS,mujer,19,0,7,7
7,CHIAPAS,mujer,17,1,0,7
7,CHIAPAS,mujer,15,1,3,2
7,CHIAPAS,hombre,15,3,0,6
7,CHIAPAS,mujer,18,7,7,7
7,CHIAPAS,hombre,17,0,0,0
7,CHIAPAS,hombre,15,6,0,6
7,CHIAPAS,mujer,17,0,2,1
7,CHIAPAS,mujer,16,3,2,7
7,CHIAPAS,hombre,15,0,2,1
7,CHIAPAS,hombre,16,0,2,2
7,CHIAPAS,mujer,17,2,0,2
7,CHIAPAS,mujer,17,0,7,5
7,CHIAPAS,mujer,18,2,7,2
7,CHIAPAS,mujer,18,0,0,0
7,CHIAPAS,hombre,16,0,0,7
7,CHIAPAS,mujer,15,0,7,7
7,CHIAPAS,mujer,15,3,7,0
7,CHIAPAS,hombre,19,2,7,1
7,CHIAPAS,mujer,17,0,7,0
7,CHIAPAS,mujer,15,0,0,7
7,CHIAPAS,mujer,17,0,7,1
7,CHIAPAS,hombre,15,7,0,7
7,CHIAPAS,hombre,18,7,7,7
7,CHIAPAS,hombre,18,4,4,7
7,CHIAPAS,mujer,17,1,7,2
7,CHIAPAS,mujer,18,0,7,7
7,CHIAPAS,hombre,17,7,0,7
7,CHIAPAS,mujer,16,1,3,1
7,CHIAPAS,mujer,16,0,2,2
7,CHIAPAS,mujer,16,0,7,1
7,CHIAPAS,hombre,17,2,1,3
7,CHIAPAS,hombre,18,7,0,1
7,CHIAPAS,mujer,15,6,7,7
7,CHIAPAS,mujer,17,0,1,1
7,CHIAPAS,mujer,19,0,7,3
7,CHIAPAS,mujer,15,0,2,5
7,CHIAPAS,hombre,18,0,7,7
7,CHIAPAS,mujer,17,0,0,1
7,CHIAPAS,hombre,18,0,2,5
7,CHIAPAS,mujer,15,0,7,7
7,CHIAPAS,hombre,18,0,7,7
7,CHIAPAS,hombre,16,7,0,7
7,CHIAPAS,hombre,18,0,6,7
7,CHIAPAS,hombre,19,4,3,5
7,CHIAPAS,hombre,19,3,4,2
7,CHIAPAS,mujer,17,0,7,1
7,CHIAPAS,hombre,17,7,7,7
7,CHIAPAS,hombre,16,7,1,7
7,CHIAPAS,mujer,17,0,7,0
7,CHIAPAS,mujer,16,2,0,4
7,CHIAPAS,hombre,19,3,0,7
7,CHIAPAS,mujer,19,7,2,5
7,CHIAPAS,mujer,19,0,0,0
7,CHIAPAS,mujer,15,0,7,1
7,CHIAPAS,mujer,19,0,7,2
7,CHIAPAS,hombre,18,4,5,5
7,CHIAPAS,mujer,18,0,7,1
7,CHIAPAS,mujer,15,0,7,2
7,CHIAPAS,hombre,15,7,0,7
7,CHIAPAS,hombre,16,7,5,7
7,CHIAPAS,mujer,15,3,2,0
7,CHIAPAS,mujer,16,7,3,0
7,CHIAPAS,mujer,18,7,7,3
7,CHIAPAS,hombre,18,0,0,0
7,CHIAPAS,mujer,15,7,2,0
8,CHIHUAHUA,mujer,19,0,3,3
8,CHIHUAHUA,hombre,18,1,0,7
8,CHIHUAHUA,hombre,16,0,5,7
8,CHIHUAHUA,hombre,15,7,7,7
8,CHIHUAHUA,mujer,16,0,0,7
8,CHIHUAHUA,hombre,18,7,4,2
8,CHIHUAHUA,mujer,15,0,0,3
8,CHIHUAHUA,mujer,17,0,0,7
8,CHIHUAHUA,hombre,15,4,0,7
8,CHIHUAHUA,mujer,15,2,4,7
8,CHIHUAHUA,mujer,19,0,0,5
8,CHIHUAHUA,mujer,16,0,7,0
8,CHIHUAHUA,mujer,16,0,7,7
8,CHIHUAHUA,mujer,19,1,0,1
8,CHIHUAHUA,hombre,16,7,0,7
8,CHIHUAHUA,mujer,18,0,7,5
8,CHIHUAHUA,mujer,19,0,0,7
8,CHIHUAHUA,mujer,15,0,5,7
8,CHIHUAHUA,hombre,17,7,0,7
8,CHIHUAHUA,mujer,16,3,1,1
8,CHIHUAHUA,mujer,19,0,4,7
8,CHIHUAHUA,hombre,16,7,0,7
8,CHIHUAHUA,mujer,15,0,5,7
8,CHIHUAHUA,hombre,16,0,0,7
8,CHIHUAHUA,hombre,19,7,1,7
8,CHIHUAHUA,mujer,15,0,5,2
8,CHIHUAHUA,mujer,19,5,5,7
8,CHIHUAHUA,mujer,19,0,2,0
8,CHIHUAHUA,hombre,16,7,3,3
8,CHIHUAHUA,mujer,15,0,5,7
8,CHIHUAHUA,mujer,19,0,7,1
8,CHIHUAHUA,mujer,18,0,7,3
8,CHIHUAHUA,hombre,16,3,5,4
8,CHIHUAHUA,mujer,16,1,7,7
8,CHIHUAHUA,hombre,17,7,7,7
8,CHIHUAHUA,hombre,15,6,7,7
8,CHIHUAHUA,mujer,18,0,5,7
8,CHIHUAHUA,mujer,19,0,7,7
8,CHIHUAHUA,hombre,15,0,0,7
8,CHIHUAHUA,mujer,19,0,0,7
8,CHIHUAHUA,mujer,17,0,0,7
8,CHIHUAHUA,hombre,18,0,0,7
8,CHIHUAHUA,hombre,18,5,2,7
9,CIUDAD DE MÉXICO,mujer,19,0,2,7
9,CIUDAD DE MÉXICO,mujer,17,3,0,3
9,CIUDAD DE MÉXICO,mujer,18,0,0,7
9,CIUDAD DE MÉXICO,mujer,15,5,1,5
9,CIUDAD DE MÉXICO,hombre,15,6,0,0
9,CIUDAD DE MÉXICO,mujer,19,0,7,0
9,CIUDAD DE MÉXICO,hombre,17,0,2,7
9,CIUDAD DE MÉXICO,hombre,18,6,3,7
9,CIUDAD DE MÉXICO,mujer,19,0,7,3
9,CIUDAD DE MÉXICO,mujer,17,4,7,7
9,CIUDAD DE MÉXICO,mujer,19,0,4,7
9,CIUDAD DE MÉXICO,mujer,18,3,0,2
9,CIUDAD DE MÉXICO,mujer,17,2,7,7
9,CIUDAD DE MÉXICO,mujer,18,0,5,5
9,CIUDAD DE MÉXICO,mujer,18,0,3,7
9,CIUDAD DE MÉXICO,mujer,15,2,3,5
9,CIUDAD DE MÉXICO,mujer,16,1,7,7
9,CIUDAD DE MÉXICO,hombre,18,7,0,1
9,CIUDAD DE MÉXICO,hombre,19,6,0,7
9,CIUDAD DE MÉXICO,mujer,16,0,0,3
9,CIUDAD DE MÉXICO,hombre,15,2,7,4
9,CIUDAD DE MÉXICO,hombre,18,0,7,2
9,CIUDAD DE MÉXICO,hombre,15,4,0,7
9,CIUDAD DE MÉXICO,mujer,18,0,0,7
9,CIUDAD DE MÉXICO,mujer,15,0,0,5
9,CIUDAD DE MÉXICO,hombre,18,0,1,7
9,CIUDAD DE MÉXICO,hombre,16,1,1,0
9,CIUDAD DE MÉXICO,hombre,19,0,7,7
9,CIUDAD DE MÉXICO,hombre,16,7,7,7
9,CIUDAD DE MÉXICO,hombre,19,0,4,7
9,CIUDAD DE MÉXICO,mujer,16,3,7,5
9,CIUDAD DE MÉXICO,mujer,18,0,7,7
9,CIUDAD DE MÉXICO,hombre,15,5,0,7
9,CIUDAD DE MÉXICO,mujer,15,2,1,5
9,CIUDAD DE MÉXICO,mujer,17,1,7,7
9,CIUDAD DE MÉXICO,mujer,15,0,2,5
9,CIUDAD DE MÉXICO,mujer,16,0,1,2
9,CIUDAD DE MÉXICO,mujer,16,0,0,4
9,CIUDAD DE MÉXICO,hombre,15,4,4,5
9,CIUDAD DE MÉXICO,mujer,19,0,0,3
9,CIUDAD DE MÉXICO,hombre,15,1,2,5
9,CIUDAD DE MÉXICO,mujer,16,0,0,2
9,CIUDAD DE MÉXICO,hombre,18,0,0,6
9,CIUDAD DE MÉXICO,mujer,16,0,0,0
9,CIUDAD DE MÉXICO,mujer,19,5,3,7
9,CIUDAD DE MÉXICO,mujer,15,1,0,7
9,CIUDAD DE MÉXICO,mujer,16,2,0,0
9,CIUDAD DE MÉXICO,mujer,18,0,1,7
9,CIUDAD DE MÉXICO,hombre,16,6,1,7
9,CIUDAD DE MÉXICO,mujer,18,0,0,0
9,CIUDAD DE MÉXICO,mujer,17,0,7,7
9,CIUDAD DE MÉXICO,mujer,19,0,7,4
9,CIUDAD DE MÉXICO,mujer,19,0,7,7
9,CIUDAD DE MÉXICO,mujer,16,5,3,5
9,CIUDAD DE MÉXICO,mujer,18,0,2,7
9,CIUDAD DE MÉXICO,hombre,19,3,5,7
9,CIUDAD DE MÉXICO,mujer,19,0,7,7
9,CIUDAD DE MÉXICO,hombre,17,0,4,4
9,CIUDAD DE MÉXICO,hombre,19,0,0,0
9,CIUDAD DE MÉXICO,mujer,18,0,7,7
9,CIUDAD DE MÉXICO,mujer,18,2,2,4
9,CIUDAD DE MÉXICO,hombre,19,0,0,5
9,CIUDAD DE MÉXICO,hombre,17,7,0,7
9,CIUDAD DE MÉXICO,mujer,19,2,2,7
10,DURANGO,hombre,15,0,0,3
10,DURANGO,mujer,16,0,7,7
10,DURANGO,hombre,17,0,7,7
10,DURANGO,mujer,16,7,7,7
10,DURANGO,hombre,19,4,3,2
10,DURANGO,hombre,16,3,7,7
10,DURANGO,hombre,16,7,7,2
10,DURANGO,mujer,15,3,3,3
10,DURANGO,mujer,19,0,0,0
10,DURANGO,mujer,16,0,1,1
10,DURANGO,hombre,18,1,4,3
10,DURANGO,hombre,16,7,5,7
10,DURANGO,mujer,15,3,7,7
10,DURANGO,mujer,18,0,0,0
10,DURANGO,hombre,15,2,7,7
10,DURANGO,hombre,15,1,7,0
10,DURANGO,hombre,17,0,1,7
10,DURANGO,hombre,17,0,4,7
10,DURANGO,mujer,17,0,7,7
10,DURANGO,mujer,18,6,0,7
10,DURANGO,hombre,19,7,7,7
10,DURANGO,mujer,18,0,0,3
10,DURANGO,hombre,18,0,7,7
10,DURANGO,mujer,18,0,7,7
10,DURANGO,mujer,17,0,7,0
10,DURANGO,mujer,19,4,7,7
10,DURANGO,hombre,18,3,7,7
10,DURANGO,mujer,15,0,7,7
10,DURANGO,hombre,15,6,0,1
10,DURANGO,mujer,17,0,5,7
10,DURANGO,hombre,16,7,2,7
10,DURANGO,mujer,16,7,7,7
10,DURANGO,mujer,17,0,0,0
10,DURANGO,hombre,15,0,2,7
10,DURANGO,mujer,15,0,7,0
10,DURANGO,mujer,16,7,7,7
10,DURANGO,hombre,18,2,5,7
10,DURANGO,hombre,15,7,2,1
10,DURANGO,hombre,16,0,7,7
11,GUANAJUATO,hombre,17,3,1,5
11,GUANAJUATO,hombre,16,3,0,5
11,GUANAJUATO,hombre,18,7,4,7
11,GUANAJUATO,mujer,18,0,5,7
11,GUANAJUATO,mujer,15,3,2,0
11,GUANAJUATO,hombre,17,6,7,7
11,GUANAJUATO,hombre,17,3,0,3
11,GUANAJUATO,hombre,18,1,5,2
11,GUANAJUATO,mujer,19,0,0,0
11,GUANAJUATO,hombre,16,3,3,2
11,GUANAJUATO,mujer,18,0,5,5
11,GUANAJUATO,mujer,17,1,3,7
11,GUANAJUATO,hombre,16,4,7,7
11,GUANAJUATO,mujer,18,0,0,0
11,GUANAJUATO,mujer,18,0,0,4
11,GUANAJUATO,hombre,17,5,5,3
11,GUANAJUATO,hombre,17,6,5,7
11,GUANAJUATO,hombre,19,1,7,5
11,GUANAJUATO,mujer,17,2,0,4
11,GUANAJUATO,hombre,19,0,7,7
11,GUANAJUATO,hombre,17,7,7,7
11,GUANAJUATO,mujer,17,2,0,0
11,GUANAJUATO,mujer,18,7,6,7
11,GUANAJUATO,hombre,18,7,0,7
11,GUANAJUATO,hombre,15,1,4,7
11,GUANAJUATO,mujer,17,4,3,2
11,GUANAJUATO,mujer,19,0,0,7
11,GUANAJUATO,hombre,18,6,6,7
11,GUANAJUATO,hombre,15,3,0,7
11,GUANAJUATO,hombre,19,7,7,7
11,GUANAJUATO,mujer,18,0,5,5
11,GUANAJUATO,mujer,18,0,0,5
11,GUANAJUATO,mujer,17,3,2,7
11,GUANAJUATO,hombre,15,2,3,7
11,GUANAJUATO,hombre,18,0,1,4
11,GUANAJUATO,hombre,16,2,4,2
11,GUANAJUATO,hombre,19,4,7,3
11,GUANAJUATO,mujer,19,2,7,7
11,GUANAJUATO,hombre,18,0,6,6
11,GUANAJUATO,hombre,18,0,3,0
11,GUANAJUATO,mujer,19,0,0,0
11,GUANAJUATO,hombre,19,7,7,7
11,GUANAJUATO,hombre,19,7,4,7
11,GUANAJUATO,hombre,17,1,2,0
11,GUANAJUATO,hombre,15,0,5,5
11,GUANAJUATO,hombre,18,2,3,7
11,GUANAJUATO,mujer,17,0,7,7
11,GUANAJUATO,mujer,15,2,4,4
11,GUANAJUATO,hombre,15,0,7,0
11,GUANAJUATO,mujer,19,0,1,7
11,GUANAJUATO,hombre,17,4,2,1
11,GUANAJUATO,mujer,16,2,0,2
11,GUANAJUATO,mujer,19,0,7,2
11,GUANAJUATO,mujer,19,0,7,7
11,GUANAJUATO,mujer,15,0,3,2
11,GUANAJUATO,hombre,18,1,1,0
11,GUANAJUATO,mujer,16,0,7,5
11,GUANAJUATO,mujer,15,0,5,7
11,GUANAJUATO,mujer,15,2,3,5
11,GUANAJUATO,mujer,18,0,2,2
11,GUANAJUATO,mujer,18,3,3,1
11,GUANAJUATO,mujer,19,0,0,1
11,GUANAJUATO,hombre,18,1,0,1
11,GUANAJUATO,mujer,15,1,1,5
11,GUANAJUATO,hombre,15,4,7,2
11,GUANAJUATO,mujer,18,0,7,3
11,GUANAJUATO,hombre,15,3,2,5
11,GUANAJUATO,hombre,18,0,0,0
11,GUANAJUATO,mujer,19,0,4,6
11,GUANAJUATO,mujer,17,3,7,7
11,GUANAJUATO,mujer,16,2,2,4
11,GUANAJUATO,hombre,18,3,5,7
11,GUANAJUATO,hombre,16,0,7,3
11,GUANAJUATO,mujer,16,0,7,7
11,GUANAJUATO,hombre,16,0,1,0
12,GUERRERO,mujer,19,0,3,2
12,GUERRERO,hombre,17,1,0,5
12,GUERRERO,mujer,17,0,0,7
12,GUERRERO,mujer,15,1,0,7
12,GUERRERO,hombre,15,0,3,5
12,GUERRERO,mujer,16,0,0,0
12,GUERRERO,mujer,17,2,7,3
12,GUERRERO,mujer,15,3,2,3
12,GUERRERO,hombre,17,2,3,7
12,GUERRERO,hombre,19,2,3,7
12,GUERRERO,mujer,16,0,7,0
12,GUERRERO,hombre,17,7,0,7
12,GUERRERO,hombre,18,0,3,7
12,GUERRERO,hombre,18,7,7,7
12,GUERRERO,hombre,17,1,1,7
12,GUERRERO,hombre,18,7,7,7
12,GUERRERO,hombre,15,1,1,2
12,GUERRERO,mujer,19,0,0,0
12,GUERRERO,hombre,15,0,0,2
12,GUERRERO,mujer,18,0,5,7
12,GUERRERO,mujer,18,0,0,0
12,GUERRERO,hombre,15,0,4,5
12,GUERRERO,mujer,16,2,0,7
12,GUERRERO,hombre,19,0,7,7
12,GUERRERO,hombre,16,0,0,7
12,GUERRERO,mujer,16,2,7,5
12,GUERRERO,hombre,17,3,3,5
12,GUERRERO,mujer,18,0,1,3
12,GUERRERO,mujer,18,3,2,7
12,GUERRERO,mujer,19,0,0,3
12,GUERRERO,mujer,17,0,7,7
12,GUERRERO,hombre,15,2,2,7
12,GUERRERO,hombre,16,7,7,7
12,GUERRERO,hombre,18,1,3,7
12,GUERRERO,mujer,17,3,0,4
12,GUERRERO,hombre,18,7,7,7
12,GUERRERO,hombre,18,0,3,7
12,GUERRERO,mujer,15,4,7,7
12,GUERRERO,mujer,15,0,1,5
12,GUERRERO,mujer,18,0,0,3
12,GUERRERO,hombre,18,0,3,7
12,GUERRERO,hombre,18,3,3,7
12,GUERRERO,mujer,16,0,7,5
12,GUERRERO,mujer,15,7,5,5
12,GUERRERO,hombre,15,0,7,7
12,GUERRERO,hombre,15,0,0,5
12,GUERRERO,hombre,17,3,7,7
12,GUERRERO,mujer,15,0,7,7
12,GUERRERO,hombre,19,0,5,4
12,GUERRERO,mujer,18,1,2,7
12,GUERRERO,hombre,17,7,0,7
12,GUERRERO,hombre,16,7,3,7
12,GUERRERO,mujer,17,2,3,6
13,HIDALGO,hombre,19,4,6,7
13,HIDALGO,mujer,17,0,7,7
13,HIDALGO,hombre,16,5,0,2
13,HIDALGO,mujer,15,0,4,1
13,HIDALGO,mujer,15,1,1,0
13,HIDALGO,mujer,18,0,7,7
13,HIDALGO,mujer,16,3,0,5
13,HIDALGO,mujer,16,7,7,7
13,HIDALGO,hombre,16,7,7,0
13,HIDALGO,hombre,15,7,7,7
13,HIDALGO,mujer,17,2,7,3
13,HIDALGO,mujer,19,0,0,7
13,HIDALGO,mujer,18,3,7,4
13,HIDALGO,hombre,16,0,7,4
13,HIDALGO,hombre,19,7,5,7
13,HIDALGO,mujer,18,5,7,7
13,HIDALGO,mujer,18,0,3,7
13,HIDALGO,hombre,18,0,5,7
13,HIDALGO,hombre,19,5,7,5
13,HIDALGO,hombre,16,7,7,7
13,HIDALGO,mujer,19,0,5,7
13,HIDALGO,hombre,15,0,5,0
13,HIDALGO,hombre,16,7,7,7
13,HIDALGO,mujer,17,0,3,7
13,HIDALGO,hombre,16,4,6,7
13,HIDALGO,mujer,19,1,0,1
13,HIDALGO,hombre,17,2,7,5
13,HIDALGO,mujer,18,0,3,7
13,HIDALGO,hombre,15,2,7,5
13,HIDALGO,mujer,17,3,7,4
13,HIDALGO,mujer,19,0,7,2
13,HIDALGO,hombre,16,3,0,5
13,HIDALGO,hombre,16,3,1,7
13,HIDALGO,mujer,15,0,1,7
14,JALISCO,mujer,15,0,1,1
14,JALISCO,mujer,18,0,0,0
14,JALISCO,hombre,16,1,0,7
14,JALISCO,hombre,16,5,3,2
14,JALISCO,hombre,18,5,7,7
14,JALISCO,mujer,15,0,0,5
14,JALISCO,mujer,18,3,7,7
14,JALISCO,mujer,18,0,7,5
14,JALISCO,mujer,16,1,2,5
14,JALISCO,hombre,17,3,7,7
14,JALISCO,mujer,19,0,7,7
14,JALISCO,mujer,16,3,5,5
14,JALISCO,mujer,15,1,2,7
14,JALISCO,hombre,15,3,4,7
14,JALISCO,mujer,17,0,6,7
14,JALISCO,mujer,19,0,7,5
14,JALISCO,mujer,17,3,0,3
14,JALISCO,hombre,19,2,7,2
14,JALISCO,mujer,17,0,1,1
14,JALISCO,hombre,16,5,2,5
14,JALISCO,mujer,17,0,4,1
14,JALISCO,mujer,16,0,5,7
14,JALISCO,mujer,17,3,2,7
14,JALISCO,mujer,15,7,7,7
14,JALISCO,mujer,17,2,7,5
14,JALISCO,mujer,17,0,2,7
14,JALISCO,mujer,18,7,0,0
14,JALISCO,hombre,16,7,5,7
14,JALISCO,mujer,17,0,7,7
14,JALISCO,mujer,17,3,4,2
14,JALISCO,mujer,19,0,7,7
14,JALISCO,mujer,16,3,5,3
14,JALISCO,mujer,19,0,7,7
14,JALISCO,hombre,15,0,0,7
14,JALISCO,hombre,17,6,7,7
14,JALISCO,mujer,19,1,0,7
14,JALISCO,mujer,19,0,2,7
14,JALISCO,mujer,16,0,2,3
14,JALISCO,hombre,16,7,7,7
14,JALISCO,mujer,15,0,2,7
14,JALISCO,hombre,15,5,1,7
14,JALISCO,hombre,17,3,4,7
14,JALISCO,hombre,15,3,4,7
14,JALISCO,mujer,16,0,5,2
14,JALISCO,mujer,18,3,3,3
14,JALISCO,hombre,16,3,2,3
